class	position	mc
pos1	29	0.062270751276389306
pos1	48	0.08075818498043481
pos1	201	0.04568149979613279
pos1	286	0.0549037818645761
pos1	59	0.04471430478674393
pos1	121	0.11290945550877696
pos1	87	0.029204694191989008
pos1	299	0.04447714196384659
pos1	635	0.06876167236617957
pos1	146	0.061372999758329105
pos1	43	0.08093055434494675
pos1	87	0.04964581036014585
pos1	96	0.07284806956885433
pos1	289	0.16597967675887698
pos1	50	0.15627633823018516
pos1	47	0.18978246295771548
pos1	52	0.04082501554798599
pos1	138	0.03370922243809171
pos1	82	0.05541954534046486
pos1	57	0.18673335396052226
pos1	80	0.05412940351112654
pos1	251	0.0632868562809155
pos1	217	0.04441961358674159
pos1	39	0.07776173128640798
pos1	111	0.048686241597798406
pos1	195	0.08996330901099488
pos1	294	0.06529759950377045
pos1	46	0.11593620801386546
pos1	522	0.039191228253614534
pos1	88	0.028657595702652517
pos1	626	0.06070284902076021
pos1	63	0.13922822655536948
pos1	228	0.028290266767799627
pos1	208	0.07216732850646294
pos1	333	0.06263797748177996
pos1	72	0.16637489307917747
pos1	607	0.07101958455844326
pos1	59	0.03659106348201394
pos1	370	0.04497457496285373
pos1	22	0.15570900568257617
pos1	137	0.05042932580030702
pos1	37	0.0355069324994407
pos1	142	0.03107936731106709
pos1	48	0.08613522856088657
pos1	187	0.06772233701348
pos1	44	0.08241648143441306
pos1	125	0.057613407735515064
pos1	48	0.06521780658859218
pos1	161	0.03170470225786972
pos1	723	0.10520905566996101
pos1	322	0.128081219810321
pos1	215	0.043106976136096854
pos1	333	0.026381717544868493
pos1	530	0.02430069787632268
pos1	245	0.038216115834468205
pos1	26	0.10418485669542583
pos1	56	0.14303507235235471
pos1	840	0.03911905914184374
pos1	204	0.03959928494372051
pos1	336	0.04554566176079148
pos1	602	0.03538351722295118
pos1	50	0.07427437033722462
pos1	144	0.0706412854180902
pos1	247	0.06045645711999176
pos1	172	0.08408247589329722
pos1	442	0.04614317658887771
pos1	24	0.14427299646536995
pos1	237	0.054109267075755495
pos1	21	0.08204585751250656
pos1	119	0.06158052571092754
pos1	67	0.07969563236864559
pos1	293	0.03784793640031018
pos1	25	0.043528327688157877
pos1	739	0.03702714802506898
pos1	333	0.034140439296317604
pos1	115	0.05446795051630334
pos1	31	0.06297426458895988
pos1	1171	0.03302786814117389
pos1	82	0.050391536778286755
pos1	103	0.07178314637250836
pos1	178	0.04722637056508499
pos1	800	0.18278123166587815
pos1	615	0.03436065252291024
pos1	128	0.08879291355196489
pos1	101	0.022786441283233882
pos1	222	0.020162647720433566
pos1	99	0.09146210895717215
pos1	548	0.0475870025800211
pos1	307	0.06705991124834981
pos1	641	0.03663852080934471
pos1	151	0.033537093749582664
pos1	147	0.14072682916804577
pos1	332	0.05796417893541966
pos1	472	0.09630854832780299
pos1	336	0.08945618323473019
pos1	92	0.0835371970140751
pos1	67	0.028280789596782513
pos1	35	0.04139015315872167
pos1	138	0.04143144832310119
pos1	148	0.07870671788602769
pos1	973	0.14105112552719964
pos1	141	0.044665225230761614
pos1	339	0.15945079077748328
pos1	61	0.11310201310829743
pos1	22	0.07428375234072725
pos1	75	0.027144770549256115
pos1	269	0.07578298198714793
pos1	27	0.09475195049541851
pos1	40	0.031458807681163214
pos1	281	0.05069931195010721
pos1	285	0.12006011319095677
pos1	208	0.11900972371905931
pos1	166	0.04588241057181016
pos1	332	0.07136301538269027
pos1	569	0.04093889141596109
pos1	71	0.0461678065727432
pos1	324	0.052495801224243084
pos1	259	0.3038147762600389
pos1	289	0.10234702051698769
pos1	299	0.05721426799947272
pos1	311	0.0905337646068024
pos1	537	0.1559776991521112
pos1	92	0.038687419463351407
pos1	352	0.09889020007534528
pos1	58	0.06776468863305662
pos1	121	0.03432283435773072
pos1	116	0.04514275737368876
pos1	34	0.08140842094820054
pos1	73	0.04741911599042672
pos1	581	0.07703988183770276
pos1	130	0.05669017399400622
pos1	886	0.03087944512911066
pos1	80	0.08326509739040498
pos1	317	0.1260645327513112
pos1	119	0.07680900885661733
pos1	373	0.059219670483000086
pos1	609	0.09946488969846466
pos1	72	0.052030170499023365
pos1	108	0.04820141578990236
pos1	285	0.056996830412483
pos1	529	0.05528458222655999
pos1	265	0.07100744509029967
pos1	96	0.06907910640803315
pos1	324	0.07984414212082287
pos1	67	0.16841096121332222
pos1	68	0.2745392381937162
pos1	548	0.05920917763343575
pos1	25	0.16808573847842853
pos1	310	0.05277573880480663
pos1	194	0.13241790980329096
pos1	105	0.07349585950326419
pos1	108	0.0733812271950935
pos1	137	0.033111321277639
pos1	63	0.0987952302627585
pos1	1040	0.03757162537639124
pos1	71	0.061114886695963565
pos1	436	0.04316011603226306
pos1	73	0.044725650679160796
pos1	43	0.05248326771135351
pos1	50	0.12401692264138768
pos1	53	0.030497037337487178
pos1	41	0.02592460762360624
pos1	41	0.1098260451741803
pos1	20	0.15787326201836258
pos1	83	0.038152736090753515
pos1	161	0.050616016386045175
pos1	661	0.0576225490033
pos1	295	0.04890546518505041
pos1	70	0.15204991797153675
pos1	474	0.09665312924676595
pos1	864	0.05148519423592896
pos1	44	0.04595862871515775
pos1	44	0.0548726932637111
pos1	778	0.044914830555666786
pos1	788	0.036030557226433155
pos1	120	0.037378480877069485
pos1	326	0.03220248363092666
pos1	543	0.017828262867498505
pos1	312	0.07427087990175277
pos1	50	0.05042295598328855
pos1	256	0.05441561176557467
pos1	351	0.08055698232693247
pos1	108	0.179346759805988
pos1	372	0.028021896192578666
pos1	221	0.07025509471535453
pos1	113	0.043170224285046355
pos1	229	0.038297292098297936
pos1	215	0.10410211020496553
pos1	568	0.04756022389251972
pos1	193	0.030706937467799428
pos1	1478	0.03168882476393477
pos1	50	0.13502112397707222
pos1	91	0.15798322116955943
pos1	333	0.08533072856405922
pos1	51	0.048586409534665365
pos1	141	0.054719052026671385
pos1	527	0.10014576608183003
pos1	303	0.10131139515248644
pos1	193	0.05488051399840921
pos1	142	0.03191390411208689
pos1	2169	0.03040262259532625
pos1	113	0.16965533670157992
pos1	85	0.04900914515541141
pos1	174	0.10406849901140479
pos1	78	0.058083921817177066
pos1	158	0.039059867031640785
pos1	183	0.2001256377530539
pos1	140	0.08387211589933774
pos1	31	0.11046235651300314
pos1	34	0.12118834948255232
pos1	529	0.04241810282263229
pos1	140	0.03201092839404564
pos1	195	0.020356922868687878
pos1	92	0.21503026564621766
pos1	272	0.038858338292646004
pos1	163	0.0493127448269667
pos1	623	0.05978024468821743
pos1	404	0.032662652329932276
pos1	245	0.059747819429641726
pos1	134	0.037039198320386234
pos1	95	0.14724261672394354
pos1	126	0.05279222615731799
pos1	376	0.04314363384110278
pos1	51	0.3163419965091699
pos1	59	0.08997052991244636
pos1	286	0.042910880497363905
pos1	49	0.0481769777083254
pos1	182	0.2449834473992354
pos1	789	0.028047909337253707
pos1	143	0.08904354262795466
pos1	250	0.0466693704391758
pos1	351	0.08656350017661192
pos1	484	0.042511997381869525
pos1	340	0.08817616134924461
pos1	407	0.0873859430149291
pos1	192	0.06775379913055958
pos1	207	0.07333726025341888
pos1	215	0.10804050196624405
pos1	165	0.22079023018912247
pos1	59	0.03301136073544645
pos1	171	0.1783653703689445
pos1	174	0.19493499869512473
pos1	348	0.03673790420976095
pos1	314	0.05226965113646136
pos1	91	0.03687000171103768
pos1	133	0.05266498219910661
pos1	232	0.05039470267884822
pos1	56	0.2860531045951434
pos1	117	0.06290372556117098
pos1	313	0.11790701922013291
pos1	128	0.0372304257265724
pos1	409	0.05815014127911796
pos1	121	0.037880034138251036
pos1	106	0.13293640104987328
pos1	139	0.03678083160837375
pos1	269	0.08775250331569058
pos1	775	0.06697760432290005
pos1	42	0.13242627305743196
pos1	47	0.031104878712949216
pos1	452	0.055886178010587435
pos1	33	0.078697788175527
pos1	1666	0.08401192799277217
pos1	192	0.18788912429399637
pos1	331	0.05728646118027749
pos1	231	0.03671634018312422
pos1	63	0.12971118811072924
pos1	72	0.06325113738533882
pos1	67	0.10855266944896645
pos1	554	0.07629801050627526
pos1	71	0.1256302695988469
pos1	177	0.05025336838518485
pos1	804	0.026169395403207212
pos1	408	0.03448687284733073
pos1	447	0.049063760131144385
pos1	113	0.037770509688085936
pos1	100	0.07402826316230683
pos1	323	0.04807901592986178
pos1	118	0.08682062212922025
pos1	73	0.23214945686964703
pos1	139	0.028552219057423334
pos1	345	0.04754221322175737
pos1	138	0.03566221545580681
pos1	106	0.05244294372573318
pos1	285	0.032946591583752786
pos1	515	0.06780965490183045
pos1	39	0.17045262830304753
pos1	82	0.05198111301439149
pos1	459	0.19401786396343138
pos1	281	0.046637895578346716
pos1	34	0.06509991858691369
pos1	278	0.06512887175515927
pos1	297	0.10610224046134314
pos1	31	0.12524402906479257
pos1	1449	0.05745221401781577
pos1	178	0.07274094179817753
pos1	27	0.040257845386660975
pos1	441	0.14878235718884045
pos1	83	0.042432813179734664
pos1	263	0.03422260488166477
pos1	293	0.046566670600475736
pos1	247	0.04270017819152059
pos1	27	0.07586793362458276
pos1	83	0.0823465317218456
pos1	548	0.057828097976046544
pos1	989	0.044318954961220375
pos1	340	0.06832166436718413
pos1	437	0.05086442006907791
pos1	167	0.03311581639125707
pos1	224	0.03083025592934945
pos1	362	0.11331864552134414
pos1	146	0.13425031024014253
pos1	264	0.04677541861793752
pos1	329	0.06212147234026699
pos1	132	0.040254567369321516
pos1	97	0.3289856559201489
pos1	57	0.047795236959101074
pos1	237	0.0392072601689727
pos1	680	0.0496696098626481
pos1	410	0.0934610301898084
pos1	957	0.09351727215825813
pos1	374	0.07679431783762201
pos1	134	0.08416231906529396
pos1	35	0.03892566880516803
pos1	244	0.03785945916796302
pos1	222	0.03715963780543859
pos1	81	0.06069871613520034
pos1	82	0.06992844046836598
pos1	233	0.06553306461394291
pos1	285	0.10463440732631786
pos1	149	0.05234880223157059
pos1	479	0.055432626493949755
pos1	97	0.10781274923732857
pos1	77	0.0789883217528537
pos1	174	0.12762501346565155
pos1	114	0.04174070655417266
pos1	28	0.05984195328169108
pos1	93	0.058737380061365065
pos1	196	0.03265844646857241
pos1	40	0.03114486068121952
pos1	400	0.03295278106449541
pos1	293	0.05189627104025177
pos1	150	0.03659614445757673
pos1	98	0.04087345896076447
pos1	58	0.042270219983835476
pos1	106	0.07606577414466444
pos1	74	0.05132343470950104
pos1	166	0.07461283477383181
pos1	24	0.1549299905025608
pos1	122	0.0593622062062533
pos1	101	0.05892337284632346
pos1	57	0.13768397610544006
pos1	46	0.12111309744383875
pos1	117	0.07785201965227678
pos1	318	0.06599726237147475
pos1	103	0.08708438075794171
pos1	31	0.14145241247415657
pos1	130	0.04434430228143169
pos1	352	0.01390560177595368
pos1	434	0.11559471721401811
pos1	167	0.048693942408350094
pos1	90	0.04315809230644819
pos1	182	0.08333991289495568
pos1	294	0.05067939959572431
pos1	123	0.043750348271254236
pos1	524	0.07032538139652174
pos1	128	0.04036117263664348
pos1	363	0.05358493327957489
pos1	116	0.02630829292363776
pos1	38	0.03269096539887085
pos1	175	0.08058402690500381
pos1	98	0.03652496866339349
pos1	62	0.15423981243529913
pos1	227	0.03069640622949434
pos1	626	0.05169281491293032
pos1	364	0.16160383148038884
pos1	296	0.06971382709723452
pos1	113	0.09483304154252513
pos1	262	0.03205919531405052
pos1	141	0.04009689560547492
pos1	101	0.0366507628141841
pos1	84	0.1431390423878605
pos1	139	0.039608616855659924
pos1	329	0.041135065767073924
pos1	172	0.10963446572745043
pos1	73	0.19901610460732852
pos1	613	0.03467967169808283
pos1	96	0.07820135899475246
pos1	210	0.03126854927810974
pos1	300	0.054951297168165346
pos1	495	0.13260153493462684
pos1	122	0.11719913032786529
pos1	714	0.10543335305329038
pos1	140	0.07561385914111078
pos1	273	0.06786738856460972
pos1	61	0.06516403883896645
pos1	744	0.07972615657148376
pos1	290	0.27201188354106864
pos1	1437	0.07984570461532584
pos1	112	0.21558350019088635
pos1	445	0.05160802753417462
pos1	21	0.04208043671312945
pos1	277	0.08225125704510212
pos1	242	0.07512578521434223
pos1	39	0.029619670455620504
pos1	353	0.052574320019650796
pos1	476	0.036535013460744024
pos1	79	0.07817155924803065
pos1	48	0.11525632667283953
pos1	135	0.021120251508982984
pos1	34	0.07897424091239381
pos1	114	0.05967490757419158
pos1	74	0.06616532279983038
pos1	330	0.041135065767073924
pos1	124	0.25327649479412057
pos1	668	0.21247544544811126
pos1	374	0.11743470939287125
pos1	188	0.03660098045569919
pos1	120	0.06906559880306208
pos1	630	0.19298427828880607
pos1	70	0.09812787476314389
pos1	21	0.11464916364838369
pos1	72	0.19711696133258005
pos1	198	0.027884930551608123
pos1	68	0.12861705799373857
pos1	244	0.028693520494406394
pos1	34	0.08062228026135411
pos1	102	0.029302025451227676
pos1	182	0.038191697648615124
pos1	148	0.06657738593994612
pos1	31	0.04087049032130161
pos1	584	0.042519061856450956
pos1	373	0.039587102860871616
pos1	128	0.043448562568222465
pos1	212	0.07021075931113979
pos1	201	0.12601444733452127
pos1	322	0.1003055487583871
pos1	276	0.05983694258395917
pos1	43	0.16113448631603614
pos1	349	0.03198746695771459
pos1	639	0.07838095296433788
pos1	370	0.1432591014170065
pos1	1440	0.0617503125882643
pos1	526	0.05503669341253209
pos1	203	0.07764730308125033
pos1	56	0.040838215938019395
pos1	85	0.08208499867884757
pos1	103	0.03824495803146904
pos1	352	0.027100261173228547
pos1	848	0.02964018990996144
pos1	32	0.16298342824591838
pos1	87	0.14602690045323172
pos1	459	0.24219743122581616
pos1	455	0.02877038569933939
pos1	162	0.058293946173073215
pos1	1167	0.03225252689870941
pos1	429	0.03623218488359165
pos1	299	0.037493053658399576
pos1	70	0.04825733961541579
pos1	112	0.12986999424971712
pos1	237	0.038772392722196326
pos1	202	0.06169140835981629
pos1	435	0.05547682535925513
pos1	548	0.037906401783781206
pos1	83	0.04313699635303762
pos1	333	0.030552680928283307
pos1	29	0.03483247252834302
pos1	133	0.039766759570780706
pos1	110	0.04298305984461093
pos1	47	0.13757175139206887
pos1	238	0.04190851319300107
pos1	33	0.02810893506414723
pos1	33	0.09317143878796191
pos1	887	0.03809666091463124
pos1	38	0.023735194418996658
pos1	162	0.0436253620403376
pos1	236	0.07063135837418406
pos1	682	0.1068802857028396
pos1	213	0.07210546232789865
pos1	82	0.03862503762827096
pos1	322	0.044342358075958745
pos1	64	0.034878679017426015
pos1	250	0.07362401570813913
pos1	422	0.08796361381580682
pos1	61	0.04879671386011012
pos1	224	0.08348304600289724
pos1	44	0.09479130296963295
pos1	175	0.16769583401946497
pos1	24	0.08488408618801169
pos1	185	0.04186773172765268
pos1	49	0.07800316176598542
pos1	104	0.10417886607617967
pos1	39	0.03883667721341208
pos1	486	0.27665258889433714
pos1	70	0.08358229650552301
pos1	123	0.04338331600580262
pos1	134	0.04546395853960167
pos1	423	0.06361943168996878
pos1	919	0.08489659440124425
pos1	273	0.036177043525727356
pos1	279	0.035520032263236065
pos1	389	0.029511111462458304
pos1	310	0.051069781908525534
pos1	159	0.10425744399337901
pos1	539	0.042359992752902836
pos1	112	0.05383538821849638
pos1	372	0.06958796165613153
pos1	1144	0.03870574381342771
pos1	758	0.03333132015305478
pos1	221	0.03130286757254004
pos1	58	0.02392578339867588
pos1	725	0.13421763015418295
pos1	37	0.18299809240846418
pos1	36	0.032197662777150374
pos1	25	0.07590336785402348
pos1	51	0.10170072051901735
pos1	249	0.05681374111124346
pos1	292	0.030819850769507207
pos1	577	0.12134720287218348
pos1	161	0.038909214249622265
pos1	124	0.03900567953256298
pos1	238	0.0352007675031907
pos1	302	0.03873703693996667
pos1	165	0.07657711939863969
pos1	400	0.11658498937301698
pos1	474	0.09337675704511404
pos1	119	0.07030743080031776
pos1	45	0.07905980936078441
pos1	24	0.05138861991971231
pos1	171	0.0723091673408018
pos1	69	0.34277163153462586
pos1	399	0.07422267744283352
pos1	20	0.015116542623138968
pos1	66	0.05922026181635587
pos1	262	0.08947039866836731
pos1	63	0.03316406976731354
pos1	118	0.04977508915224963
pos1	181	0.07426648112562292
pos1	334	0.11224705260250854
pos1	595	0.09596748537438567
pos1	125	0.06086151531236663
pos1	327	0.03496982901326403
pos1	64	0.07264698329336869
pos1	226	0.07821553500486274
pos1	314	0.024338875868963782
pos1	143	0.045643116742787586
pos1	198	0.021247199597991984
pos1	857	0.06392168989485687
pos1	303	0.06751061342955118
pos1	230	0.043212871448941835
pos1	148	0.04066702790968267
pos1	66	0.031538936724543686
pos1	297	0.06183189585779656
pos1	69	0.06032321187970436
pos1	228	0.04740095543733624
pos1	1160	0.03125617324263427
pos1	768	0.04222361759712746
pos1	586	0.07404702564225119
pos1	371	0.05720356342429831
pos1	63	0.037350085324651124
pos1	203	0.05462204441705428
pos1	326	0.06432948076679512
pos1	186	0.07564875884348056
pos1	54	0.07781839582264305
pos1	506	0.06293334151834003
pos1	95	0.07323706167347781
pos1	74	0.19536766506339873
pos1	104	0.18784347102246043
pos1	100	0.18149691250310193
pos1	126	0.047387779771731094
pos1	436	0.036070003437009536
pos1	461	0.08255053790304658
pos1	55	0.045405641688406245
pos1	361	0.11688089932941066
pos1	146	0.04898213626504112
pos1	190	0.04328756672397869
pos1	94	0.06252460393182656
pos1	248	0.2016158400367073
pos1	65	0.040991530382220816
pos1	221	0.03321079780206029
pos1	103	0.06386054051760828
pos1	79	0.03778697817004248
pos1	77	0.032876769847418455
pos1	122	0.09610562125614136
pos1	135	0.1912503300998782
pos1	42	0.11397614207925684
pos1	492	0.06748880275267405
pos1	241	0.07185164920366473
pos1	281	0.04531559939754917
pos1	499	0.03548342766089297
pos1	262	0.028633943932226968
pos1	44	0.0897506647350199
pos1	55	0.07366019535478788
pos1	42	0.04542010604289929
pos1	1708	0.09548864358147903
pos1	389	0.03535454388112542
pos1	316	0.04855589039326486
pos1	313	0.10117210290440465
pos1	37	0.036280478056020214
pos1	31	0.047102124497172194
pos1	645	0.045840282538158285
pos1	95	0.045583300542461846
pos1	29	0.07916401722082139
pos1	80	0.17396614526500395
pos1	24	0.03847819191925173
pos1	84	0.03860478638000681
pos1	173	0.1035372694886013
pos1	445	0.03466721470712303
pos1	676	0.04627352288454136
pos1	61	0.05109508121502281
pos1	548	0.0401697655740163
pos1	50	0.20775536338113343
pos1	188	0.04961797014332215
pos1	193	0.03576900334270766
pos1	952	0.03687487057852804
pos1	76	0.06239846318746272
pos1	518	0.06417966732618852
pos1	262	0.06246295259457799
pos1	89	0.14668283645247462
pos1	89	0.07269091407978993
pos1	62	0.06054244659548454
pos1	170	0.07378364551877965
pos1	628	0.03598599089155296
pos1	640	0.03379013425918135
pos1	215	0.045097942490797925
pos1	411	0.03729193716662388
pos1	574	0.036103526185540545
pos1	125	0.08314575596277352
pos1	234	0.04355644558653448
pos1	165	0.036744880946658516
pos1	371	0.03167299608391278
pos1	192	0.06406415404994148
pos1	218	0.06069292684083263
pos1	508	0.2338849754897249
pos1	346	0.24490634390620858
pos1	136	0.14574091056856722
pos1	22	0.16207378850876505
pos1	47	0.053421988388466214
pos1	195	0.06909943351014526
pos1	299	0.039960206435884944
pos1	106	0.029209576185691217
pos1	400	0.03460182485394419
pos1	59	0.06866678335158484
pos1	175	0.043342792511054745
pos1	124	0.05955310167307364
pos1	59	0.02617796386285696
pos1	213	0.03630833568780563
pos1	68	0.09394923362080555
pos1	216	0.07625863056170168
pos1	115	0.10216525931854585
pos1	114	0.10429965998968488
pos1	164	0.03225691287137501
pos1	1785	0.10429487618634976
pos1	172	0.03820704925055763
pos1	133	0.1256094949873144
pos1	33	0.06906714890407423
pos1	69	0.04029803507647644
pos1	358	0.16561794037494318
pos1	164	0.13493272401604464
pos1	186	0.07064475351704293
pos1	194	0.0474011149925995
pos1	219	0.05696374579381993
pos1	274	0.075369517133491
pos1	692	0.05312339170012729
pos1	54	0.04747971957995906
pos1	84	0.2394990251688315
pos1	145	0.07357668842313757
pos1	145	0.06727549596070743
pos1	738	0.04301327199604398
pos1	194	0.09996163632965314
pos1	74	0.03607326602039343
pos1	92	0.027836427792067905
pos1	243	0.04677249235552233
pos1	226	0.07776088560098382
pos1	136	0.04167505241082157
pos1	525	0.054713892378927355
pos1	361	0.10915667591129523
pos1	82	0.15862359220093505
pos1	309	0.11121279137076993
pos1	227	0.08894602886950115
pos1	34	0.039595372753349845
pos1	2094	0.08127735503288794
pos1	64	0.14100937332526917
pos1	246	0.10630388711903771
pos1	375	0.1822788997483459
pos1	189	0.054763327163561366
pos1	114	0.18458955076511227
pos1	143	0.1340951093495196
pos1	223	0.09382463499776957
pos1	815	0.07384700724010017
pos1	341	0.08397414011628491
pos1	105	0.11889100218002664
pos1	179	0.41671137799986635
pos1	30	0.08381361008455097
pos1	198	0.04692301277970488
pos1	309	0.07125590081062762
pos1	47	0.05250204522796739
pos1	56	0.13808808899863423
pos1	53	0.1938972928229644
pos1	559	0.030205166329761935
pos1	86	0.06904284556824238
pos1	402	0.08358382225188171
pos1	102	0.03353985151159606
pos1	369	0.034864383010766914
pos1	153	0.08405679332524794
pos1	146	0.1614189575388388
pos1	123	0.04724951778707188
pos1	265	0.01888853484331555
pos1	145	0.04607509631281903
pos1	730	0.05971714087778262
pos1	47	0.04123803455233498
pos1	500	0.0354403877277657
pos1	60	0.07539147054072202
pos1	246	0.05682328575351122
pos1	600	0.09844888140120141
pos1	117	0.03525287957180511
pos1	154	0.08544020432067538
pos1	80	0.04675231773686455
pos1	1061	0.0352341672440733
pos1	88	0.09217722104688188
pos1	77	0.0723153173429955
pos1	608	0.09946761229511954
pos1	129	0.10598455871079315
pos1	50	0.06205238786351341
pos1	1097	0.24783912725634585
pos1	1370	0.09172891793307784
pos1	146	0.14215933464659472
pos1	383	0.10069279354109834
pos1	284	0.05251279305279075
pos1	85	0.06162594496829618
pos1	326	0.03404163981211406
pos1	173	0.06746250503964052
pos1	206	0.03941560270872741
