class	cluster	position	mc
DT_cl	1	23	0.04257915787375748
DT_cl	1	742	0.044493467167731615
DT_cl	1	359	0.04462342479014692
DT_cl	1	637	0.04689015685636604
DT_cl	1	116	0.04364477998890525
DT_cl	1	71	0.03531941131504569
DT_cl	1	34	0.15277711604426483
DT_cl	1	237	0.11657434569518643
DT_cl	1	71	0.11546329995375477
DT_cl	1	51	0.05568739542270207
DT_cl	1	47	0.06887195527467456
DT_cl	1	1190	0.05683925719702528
DT_cl	1	191	0.048975655621582494
DT_cl	1	87	0.08694625497954515
DT_n	0	125	0.03599417130114488
DT_cl	1	108	0.044574683610395814
DT_n	0	115	0.03933117026125097
DT_cl	1	138	0.05713125409044698
DT_cl	1	299	0.05473733787071338
DT_cl	1	286	0.058749726463542366
DT_cl	1	196	0.0521096595154992
DT_cl	1	162	0.037069166032479624
DT_cl	1	49	0.08858656031315067
DT_n	0	139	0.03676757114378204
DT_cl	1	76	0.06625512274188439
DT_cl	1	45	0.12921547641417555
DT_cl	1	369	0.13661206762220793
DT_cl	1	48	0.04181260975492268
DT_cl	1	74	0.07679613203604009
DT_cl	1	22	0.09626736354768643
DT_cl	1	215	0.09473741857682176
DT_cl	1	58	0.09826854687838671
DT_cl	1	313	0.06340921870805251
DT_cl	1	731	0.03644902109451568
DT_cl	1	158	0.06384731189229098
DT_cl	1	112	0.054932221309350014
DT_cl	1	112	0.1533255121274292
DT_cl	1	372	0.1887861426611469
DT_n	0	117	0.03879651305598691
DT_cl	1	95	0.0603617095581006
DT_cl	1	34	0.07359046706520618
DT_n	0	526	0.03570050864380336
DT_cl	1	278	0.06188819632791789
DT_cl	1	550	0.04924804503254095
DT_cl	1	29	0.047356421971823985
DT_cl	1	35	0.09963558142790845
DT_cl	1	192	0.07415208909830523
DT_cl	1	65	0.0862748928293912
DT_cl	1	61	0.09409703736968451
DT_cl	1	53	0.040260167534842704
DT_cl	1	26	0.055355642965268036
DT_cl	1	60	0.035522119134423664
DT_cl	1	28	0.06048458316330798
DT_cl	1	44	0.05949593472382796
DT_cl	1	73	0.05541815867841677
DT_n	0	119	0.04589297312397663
DT_cl	1	301	0.0495372710504249
DT_cl	1	56	0.05026134194090847
DT_cl	1	743	0.13849541135516924
DT_cl	1	97	0.09206109752959606
DT_cl	1	653	0.23705825392615876
DT_cl	1	145	0.04878761246109953
DT_cl	1	78	0.03946312493932088
DT_cl	1	887	0.07455014797960577
DT_cl	1	283	0.04719252322192884
DT_n	0	489	0.05843583562225241
DT_cl	1	58	0.05308964376527375
DT_cl	1	353	0.08091249018905929
DT_cl	1	75	0.0865948651560045
DT_cl	1	538	0.06315207223553536
DT_cl	1	287	0.05535995105326369
DT_cl	1	75	0.0658197077495017
DT_cl	1	463	0.0453987852005387
DT_cl	1	211	0.03610239994265146
DT_cl	1	146	0.15217109662662762
DT_cl	1	114	0.051945903158386784
DT_cl	1	321	0.07852551598397632
DT_cl	1	704	0.057756887234646316
DT_cl	1	140	0.1573804931108267
DT_cl	1	65	0.07513876746235093
DT_cl	1	464	0.04641797556787861
DT_cl	1	278	0.04469067606794654
DT_cl	1	576	0.09794619193951076
DT_n	0	331	0.03999008915622535
DT_n	0	737	0.03922103750801598
DT_cl	1	629	0.08185213652680276
DT_cl	1	42	0.14657965548673876
DT_cl	1	853	0.038050713972105986
DT_cl	1	237	0.0987819924076177
DT_cl	1	818	0.04131903907969317
DT_cl	1	137	0.14006592611373406
DT_cl	1	280	0.050501024668149486
DT_cl	1	34	0.035504189464036946
DT_cl	1	623	0.04460101122189622
DT_cl	1	315	0.44788125890146974
DT_cl	1	121	0.09612656288804211
DT_cl	1	393	0.03438712246747859
DT_cl	1	518	0.0346269207001351
DT_cl	1	43	0.04916617193552172
DT_cl	1	85	0.05632176328384853
DT_cl	1	1441	0.07246245771596921
DT_cl	1	531	0.08889370115937216
DT_cl	1	95	0.09483268011466577
DT_cl	1	280	0.08521368949656223
DT_cl	1	232	0.1128465882931851
DT_cl	1	453	0.12249016793842549
DT_cl	1	298	0.042877626968325665
DT_cl	1	459	0.05815287921288544
DT_cl	1	26	0.04405693662280084
DT_cl	1	66	0.10758184688996768
DT_cl	1	168	0.050250164693698036
DT_cl	1	169	0.04257059035911121
DT_cl	1	121	0.04630232204910029
DT_cl	1	91	0.10586398264194023
DT_cl	1	525	0.183782967615543
DT_cl	1	54	0.08504082984266909
DT_n	0	859	0.04014854746111792
DT_cl	1	227	0.0426888586963321
DT_cl	1	188	0.20331357209601075
DT_cl	1	60	0.03984522067953921
DT_cl	1	373	0.05814706477635286
DT_cl	1	349	0.07510101001936074
DT_cl	1	39	0.07649862000105383
DT_cl	1	43	0.07798153257584167
DT_cl	1	59	0.04755731768332062
DT_cl	1	139	0.04682538834737906
DT_cl	1	87	0.13632646872350965
DT_cl	1	160	0.05773384634796621
DT_cl	1	277	0.050837354147452656
DT_cl	1	29	0.062270751276389306
DT_cl	1	48	0.08075818498043481
DT_n	0	201	0.04568149979613279
DT_cl	1	286	0.0549037818645761
DT_cl	1	59	0.04471430478674393
DT_cl	1	121	0.11290945550877696
DT_cl	1	299	0.04447714196384659
DT_cl	1	635	0.06876167236617957
DT_cl	1	146	0.061372999758329105
DT_cl	1	43	0.08093055434494675
DT_cl	1	87	0.04964581036014585
DT_cl	1	96	0.07284806956885433
DT_cl	1	289	0.16597967675887698
DT_cl	1	50	0.15627633823018516
DT_cl	1	47	0.18978246295771548
DT_cl	1	52	0.04082501554798599
DT_cl	1	82	0.05541954534046486
DT_cl	1	57	0.18673335396052226
DT_cl	1	80	0.05412940351112654
DT_cl	1	251	0.0632868562809155
DT_cl	1	217	0.04441961358674159
DT_cl	1	39	0.07776173128640798
DT_cl	1	111	0.048686241597798406
DT_cl	1	195	0.08996330901099488
DT_cl	1	294	0.06529759950377045
DT_cl	1	46	0.11593620801386546
DT_n	0	522	0.039191228253614534
DT_cl	1	626	0.06070284902076021
DT_cl	1	63	0.13922822655536948
DT_cl	1	208	0.07216732850646294
DT_cl	1	333	0.06263797748177996
DT_cl	1	72	0.16637489307917747
DT_cl	1	607	0.07101958455844326
DT_cl	1	59	0.03659106348201394
DT_cl	1	370	0.04497457496285373
DT_cl	1	22	0.15570900568257617
DT_cl	1	137	0.05042932580030702
DT_cl	1	37	0.0355069324994407
DT_cl	1	48	0.08613522856088657
DT_cl	1	187	0.06772233701348
DT_cl	1	44	0.08241648143441306
DT_cl	1	125	0.057613407735515064
DT_cl	1	48	0.06521780658859218
DT_cl	1	723	0.10520905566996101
DT_cl	1	322	0.128081219810321
DT_cl	1	215	0.043106976136096854
DT_cl	1	245	0.038216115834468205
DT_cl	1	26	0.10418485669542583
DT_cl	1	56	0.14303507235235471
DT_n	0	840	0.03911905914184374
DT_n	0	204	0.03959928494372051
DT_cl	1	336	0.04554566176079148
DT_n	0	602	0.03538351722295118
DT_cl	1	50	0.07427437033722462
DT_cl	1	144	0.0706412854180902
DT_cl	1	247	0.06045645711999176
DT_cl	1	172	0.08408247589329722
DT_cl	1	197	0.9999976580575377
DT_cl	1	442	0.04614317658887771
DT_cl	1	24	0.14427299646536995
DT_cl	1	237	0.054109267075755495
DT_cl	1	21	0.08204585751250656
DT_cl	1	119	0.06158052571092754
DT_cl	1	67	0.07969563236864559
DT_n	0	293	0.03784793640031018
DT_cl	1	25	0.043528327688157877
DT_cl	1	739	0.03702714802506898
DT_cl	1	115	0.05446795051630334
DT_cl	1	31	0.06297426458895988
DT_cl	1	82	0.050391536778286755
DT_cl	1	103	0.07178314637250836
DT_cl	1	178	0.04722637056508499
DT_cl	1	800	0.18278123166587815
DT_cl	1	615	0.03436065252291024
DT_cl	1	128	0.08879291355196489
DT_cl	1	99	0.09146210895717215
DT_cl	1	548	0.0475870025800211
DT_cl	1	307	0.06705991124834981
DT_cl	1	641	0.03663852080934471
DT_cl	1	147	0.14072682916804577
DT_cl	1	332	0.05796417893541966
DT_cl	1	472	0.09630854832780299
DT_cl	1	336	0.08945618323473019
DT_cl	1	92	0.0835371970140751
DT_cl	1	35	0.04139015315872167
DT_cl	1	138	0.04143144832310119
DT_cl	1	148	0.07870671788602769
DT_cl	1	973	0.14105112552719964
DT_n	0	141	0.044665225230761614
DT_cl	1	339	0.15945079077748328
DT_cl	1	61	0.11310201310829743
DT_cl	1	22	0.07428375234072725
DT_cl	1	269	0.07578298198714793
DT_cl	1	27	0.09475195049541851
DT_cl	1	281	0.05069931195010721
DT_cl	1	285	0.12006011319095677
DT_cl	1	208	0.11900972371905931
DT_cl	1	166	0.04588241057181016
DT_cl	1	332	0.07136301538269027
DT_cl	1	569	0.04093889141596109
DT_cl	1	71	0.0461678065727432
DT_cl	1	324	0.052495801224243084
DT_cl	1	259	0.3038147762600389
DT_cl	1	289	0.10234702051698769
DT_cl	1	299	0.05721426799947272
DT_cl	1	311	0.0905337646068024
DT_cl	1	537	0.1559776991521112
DT_cl	1	92	0.038687419463351407
DT_cl	1	352	0.09889020007534528
DT_cl	1	58	0.06776468863305662
DT_cl	1	121	0.03432283435773072
DT_cl	1	116	0.04514275737368876
DT_cl	1	34	0.08140842094820054
DT_cl	1	73	0.04741911599042672
DT_cl	1	581	0.07703988183770276
DT_cl	1	130	0.05669017399400622
DT_cl	1	80	0.08326509739040498
DT_cl	1	317	0.1260645327513112
DT_cl	1	119	0.07680900885661733
DT_cl	1	373	0.059219670483000086
DT_n	0	609	0.09946488969846466
DT_cl	1	72	0.052030170499023365
DT_cl	1	108	0.04820141578990236
DT_cl	1	285	0.056996830412483
DT_cl	1	529	0.05528458222655999
DT_cl	1	265	0.07100744509029967
DT_cl	1	96	0.06907910640803315
DT_cl	1	324	0.07984414212082287
DT_cl	1	67	0.16841096121332222
DT_cl	1	68	0.2745392381937162
DT_cl	1	548	0.05920917763343575
DT_cl	1	25	0.16808573847842853
DT_cl	1	310	0.05277573880480663
DT_cl	1	194	0.13241790980329096
DT_cl	1	105	0.07349585950326419
DT_cl	1	108	0.0733812271950935
DT_cl	1	63	0.0987952302627585
DT_cl	1	1040	0.03757162537639124
DT_cl	1	71	0.061114886695963565
DT_n	0	436	0.04316011603226306
DT_cl	1	73	0.044725650679160796
DT_cl	1	43	0.05248326771135351
DT_cl	1	50	0.12401692264138768
DT_cl	1	41	0.1098260451741803
DT_cl	1	20	0.15787326201836258
DT_cl	1	83	0.038152736090753515
DT_cl	1	161	0.050616016386045175
DT_cl	1	661	0.0576225490033
DT_cl	1	295	0.04890546518505041
DT_cl	1	70	0.15204991797153675
DT_cl	1	474	0.09665312924676595
DT_cl	1	864	0.05148519423592896
DT_cl	1	44	0.04595862871515775
DT_cl	1	44	0.0548726932637111
DT_n	0	778	0.044914830555666786
DT_n	0	788	0.036030557226433155
DT_cl	1	120	0.037378480877069485
DT_cl	1	312	0.07427087990175277
DT_cl	1	50	0.05042295598328855
DT_cl	1	256	0.05441561176557467
DT_cl	1	351	0.08055698232693247
DT_cl	1	108	0.179346759805988
DT_cl	1	221	0.07025509471535453
DT_cl	1	113	0.043170224285046355
DT_cl	1	229	0.038297292098297936
DT_cl	1	215	0.10410211020496553
DT_n	0	568	0.04756022389251972
DT_cl	1	50	0.13502112397707222
DT_cl	1	91	0.15798322116955943
DT_cl	1	333	0.08533072856405922
DT_cl	1	51	0.048586409534665365
DT_cl	1	141	0.054719052026671385
DT_cl	1	527	0.10014576608183003
DT_cl	1	303	0.10131139515248644
DT_cl	1	193	0.05488051399840921
DT_cl	1	113	0.16965533670157992
DT_cl	1	85	0.04900914515541141
DT_cl	1	174	0.10406849901140479
DT_cl	1	78	0.058083921817177066
DT_cl	1	158	0.039059867031640785
DT_cl	1	183	0.2001256377530539
DT_cl	1	140	0.08387211589933774
DT_cl	1	31	0.11046235651300314
DT_cl	1	34	0.12118834948255232
DT_cl	1	529	0.04241810282263229
DT_cl	1	92	0.21503026564621766
DT_cl	1	272	0.038858338292646004
DT_cl	1	163	0.0493127448269667
DT_cl	1	623	0.05978024468821743
DT_cl	1	245	0.059747819429641726
DT_n	0	134	0.037039198320386234
DT_cl	1	95	0.14724261672394354
DT_cl	1	126	0.05279222615731799
DT_cl	1	376	0.04314363384110278
DT_cl	1	51	0.3163419965091699
DT_cl	1	59	0.08997052991244636
DT_cl	1	286	0.042910880497363905
DT_cl	1	49	0.0481769777083254
DT_cl	1	182	0.2449834473992354
DT_cl	1	143	0.08904354262795466
DT_cl	1	250	0.0466693704391758
DT_cl	1	351	0.08656350017661192
DT_cl	1	484	0.042511997381869525
DT_cl	1	340	0.08817616134924461
DT_cl	1	407	0.0873859430149291
DT_cl	1	192	0.06775379913055958
DT_cl	1	207	0.07333726025341888
DT_cl	1	215	0.10804050196624405
DT_cl	1	165	0.22079023018912247
DT_cl	1	171	0.1783653703689445
DT_cl	1	174	0.19493499869512473
DT_n	0	348	0.03673790420976095
DT_cl	1	314	0.05226965113646136
DT_cl	1	91	0.03687000171103768
DT_cl	1	133	0.05266498219910661
DT_cl	1	232	0.05039470267884822
DT_cl	1	56	0.2860531045951434
DT_cl	1	117	0.06290372556117098
DT_cl	1	313	0.11790701922013291
DT_cl	1	128	0.0372304257265724
DT_n	0	409	0.05815014127911796
DT_cl	1	121	0.037880034138251036
DT_cl	1	106	0.13293640104987328
DT_cl	1	139	0.03678083160837375
DT_cl	1	269	0.08775250331569058
DT_cl	1	775	0.06697760432290005
DT_cl	1	42	0.13242627305743196
DT_cl	1	452	0.055886178010587435
DT_cl	1	33	0.078697788175527
DT_cl	1	1666	0.08401192799277217
DT_cl	1	192	0.18788912429399637
DT_cl	1	331	0.05728646118027749
DT_cl	1	231	0.03671634018312422
DT_cl	1	63	0.12971118811072924
DT_cl	1	72	0.06325113738533882
DT_cl	1	67	0.10855266944896645
DT_cl	1	554	0.07629801050627526
DT_cl	1	71	0.1256302695988469
DT_cl	1	177	0.05025336838518485
DT_cl	1	408	0.03448687284733073
DT_cl	1	447	0.049063760131144385
DT_cl	1	113	0.037770509688085936
DT_cl	1	100	0.07402826316230683
DT_cl	1	323	0.04807901592986178
DT_cl	1	118	0.08682062212922025
DT_cl	1	73	0.23214945686964703
DT_cl	1	345	0.04754221322175737
DT_cl	1	138	0.03566221545580681
DT_cl	1	106	0.05244294372573318
DT_cl	1	515	0.06780965490183045
DT_cl	1	39	0.17045262830304753
DT_cl	1	82	0.05198111301439149
DT_cl	1	459	0.19401786396343138
DT_cl	1	281	0.046637895578346716
DT_cl	1	34	0.06509991858691369
DT_cl	1	278	0.06512887175515927
DT_cl	1	297	0.10610224046134314
DT_cl	1	31	0.12524402906479257
DT_cl	1	1449	0.05745221401781577
DT_cl	1	178	0.07274094179817753
DT_cl	1	27	0.040257845386660975
DT_cl	1	441	0.14878235718884045
DT_cl	1	83	0.042432813179734664
DT_n	0	293	0.046566670600475736
DT_n	0	247	0.04270017819152059
DT_cl	1	27	0.07586793362458276
DT_cl	1	83	0.0823465317218456
DT_cl	1	548	0.057828097976046544
DT_cl	1	989	0.044318954961220375
DT_cl	1	340	0.06832166436718413
DT_cl	1	437	0.05086442006907791
DT_cl	1	362	0.11331864552134414
DT_cl	1	146	0.13425031024014253
DT_cl	1	264	0.04677541861793752
DT_cl	1	329	0.06212147234026699
DT_cl	1	132	0.040254567369321516
DT_cl	1	97	0.3289856559201489
DT_n	0	57	0.047795236959101074
DT_n	0	237	0.0392072601689727
DT_cl	1	680	0.0496696098626481
DT_n	0	410	0.0934610301898084
DT_cl	1	957	0.09351727215825813
DT_cl	1	374	0.07679431783762201
DT_cl	1	134	0.08416231906529396
DT_cl	1	35	0.03892566880516803
DT_cl	1	244	0.03785945916796302
DT_cl	1	222	0.03715963780543859
DT_cl	1	81	0.06069871613520034
DT_cl	1	82	0.06992844046836598
DT_cl	1	233	0.06553306461394291
DT_cl	1	285	0.10463440732631786
DT_cl	1	149	0.05234880223157059
DT_cl	1	479	0.055432626493949755
DT_cl	1	97	0.10781274923732857
DT_cl	1	77	0.0789883217528537
DT_cl	1	174	0.12762501346565155
DT_cl	1	114	0.04174070655417266
DT_cl	1	28	0.05984195328169108
DT_cl	1	93	0.058737380061365065
DT_cl	1	293	0.05189627104025177
DT_cl	1	150	0.03659614445757673
DT_n	0	98	0.04087345896076447
DT_n	0	58	0.042270219983835476
DT_cl	1	106	0.07606577414466444
DT_cl	1	74	0.05132343470950104
DT_cl	1	166	0.07461283477383181
DT_cl	1	24	0.1549299905025608
DT_cl	1	122	0.0593622062062533
DT_cl	1	101	0.05892337284632346
DT_cl	1	57	0.13768397610544006
DT_cl	1	46	0.12111309744383875
DT_cl	1	117	0.07785201965227678
DT_n	0	318	0.06599726237147475
DT_cl	1	103	0.08708438075794171
DT_cl	1	31	0.14145241247415657
DT_cl	1	130	0.04434430228143169
DT_cl	1	434	0.11559471721401811
DT_cl	1	167	0.048693942408350094
DT_cl	1	90	0.04315809230644819
DT_cl	1	182	0.08333991289495568
DT_cl	1	294	0.05067939959572431
DT_cl	1	123	0.043750348271254236
DT_cl	1	524	0.07032538139652174
DT_n	0	128	0.04036117263664348
DT_cl	1	363	0.05358493327957489
DT_cl	1	175	0.08058402690500381
DT_cl	1	98	0.03652496866339349
DT_cl	1	62	0.15423981243529913
DT_cl	1	626	0.05169281491293032
DT_cl	1	364	0.16160383148038884
DT_cl	1	296	0.06971382709723452
DT_cl	1	113	0.09483304154252513
DT_cl	1	141	0.04009689560547492
DT_cl	1	101	0.0366507628141841
DT_cl	1	84	0.1431390423878605
DT_cl	1	139	0.039608616855659924
DT_n	0	329	0.041135065767073924
DT_cl	1	172	0.10963446572745043
DT_cl	1	73	0.19901610460732852
DT_cl	1	613	0.03467967169808283
DT_cl	1	96	0.07820135899475246
DT_cl	1	300	0.054951297168165346
DT_cl	1	495	0.13260153493462684
DT_cl	1	122	0.11719913032786529
DT_cl	1	714	0.10543335305329038
DT_cl	1	140	0.07561385914111078
DT_cl	1	273	0.06786738856460972
DT_cl	1	61	0.06516403883896645
DT_cl	1	744	0.07972615657148376
DT_cl	1	290	0.27201188354106864
DT_cl	1	1437	0.07984570461532584
DT_cl	1	112	0.21558350019088635
DT_cl	1	445	0.05160802753417462
DT_cl	1	21	0.04208043671312945
DT_cl	1	277	0.08225125704510212
DT_cl	1	242	0.07512578521434223
DT_cl	1	353	0.052574320019650796
DT_cl	1	476	0.036535013460744024
DT_cl	1	79	0.07817155924803065
DT_cl	1	48	0.11525632667283953
DT_cl	1	34	0.07897424091239381
DT_cl	1	114	0.05967490757419158
DT_cl	1	74	0.06616532279983038
DT_n	0	330	0.041135065767073924
DT_cl	1	124	0.25327649479412057
DT_cl	1	668	0.21247544544811126
DT_cl	1	374	0.11743470939287125
DT_cl	1	188	0.03660098045569919
DT_cl	1	120	0.06906559880306208
DT_cl	1	630	0.19298427828880607
DT_cl	1	70	0.09812787476314389
DT_cl	1	21	0.11464916364838369
DT_cl	1	72	0.19711696133258005
DT_cl	1	68	0.12861705799373857
DT_cl	1	34	0.08062228026135411
DT_n	0	182	0.038191697648615124
DT_cl	1	148	0.06657738593994612
DT_cl	1	31	0.04087049032130161
DT_cl	1	584	0.042519061856450956
DT_cl	1	373	0.039587102860871616
DT_cl	1	128	0.043448562568222465
DT_cl	1	212	0.07021075931113979
DT_cl	1	201	0.12601444733452127
DT_cl	1	322	0.1003055487583871
DT_cl	1	276	0.05983694258395917
DT_cl	1	43	0.16113448631603614
DT_cl	1	639	0.07838095296433788
DT_cl	1	370	0.1432591014170065
DT_cl	1	1440	0.0617503125882643
DT_cl	1	526	0.05503669341253209
DT_cl	1	203	0.07764730308125033
DT_cl	1	56	0.040838215938019395
DT_cl	1	85	0.08208499867884757
DT_cl	1	103	0.03824495803146904
DT_cl	1	32	0.16298342824591838
DT_n	0	87	0.14602690045323172
DT_cl	1	459	0.24219743122581616
DT_cl	1	162	0.058293946173073215
DT_n	0	429	0.03623218488359165
DT_cl	1	299	0.037493053658399576
DT_cl	1	70	0.04825733961541579
DT_cl	1	112	0.12986999424971712
DT_cl	1	237	0.038772392722196326
DT_cl	1	202	0.06169140835981629
DT_cl	1	435	0.05547682535925513
DT_n	0	548	0.037906401783781206
DT_cl	1	83	0.04313699635303762
DT_cl	1	29	0.03483247252834302
DT_cl	1	133	0.039766759570780706
DT_cl	1	110	0.04298305984461093
DT_cl	1	47	0.13757175139206887
DT_cl	1	238	0.04190851319300107
DT_cl	1	33	0.09317143878796191
DT_n	0	887	0.03809666091463124
DT_n	0	162	0.0436253620403376
DT_cl	1	236	0.07063135837418406
DT_cl	1	682	0.1068802857028396
DT_cl	1	213	0.07210546232789865
DT_cl	1	82	0.03862503762827096
DT_cl	1	322	0.044342358075958745
DT_cl	1	64	0.034878679017426015
DT_cl	1	250	0.07362401570813913
DT_cl	1	422	0.08796361381580682
DT_cl	1	61	0.04879671386011012
DT_cl	1	224	0.08348304600289724
DT_cl	1	44	0.09479130296963295
DT_cl	1	175	0.16769583401946497
DT_cl	1	24	0.08488408618801169
DT_cl	1	185	0.04186773172765268
DT_cl	1	49	0.07800316176598542
DT_cl	1	104	0.10417886607617967
DT_cl	1	39	0.03883667721341208
DT_cl	1	486	0.27665258889433714
DT_cl	1	70	0.08358229650552301
DT_n	0	123	0.04338331600580262
DT_n	0	134	0.04546395853960167
DT_cl	1	423	0.06361943168996878
DT_cl	1	919	0.08489659440124425
DT_n	0	273	0.036177043525727356
DT_cl	1	279	0.035520032263236065
DT_cl	1	310	0.051069781908525534
DT_cl	1	159	0.10425744399337901
DT_cl	1	539	0.042359992752902836
DT_cl	1	112	0.05383538821849638
DT_cl	1	372	0.06958796165613153
DT_cl	1	1144	0.03870574381342771
DT_cl	1	725	0.13421763015418295
DT_cl	1	37	0.18299809240846418
DT_cl	1	25	0.07590336785402348
DT_cl	1	51	0.10170072051901735
DT_cl	1	249	0.05681374111124346
DT_cl	1	577	0.12134720287218348
DT_cl	1	161	0.038909214249622265
DT_cl	1	124	0.03900567953256298
DT_cl	1	238	0.0352007675031907
DT_n	0	302	0.03873703693996667
DT_cl	1	165	0.07657711939863969
DT_cl	1	400	0.11658498937301698
DT_cl	1	474	0.09337675704511404
DT_cl	1	119	0.07030743080031776
DT_cl	1	45	0.07905980936078441
DT_cl	1	24	0.05138861991971231
DT_cl	1	171	0.0723091673408018
DT_cl	1	69	0.34277163153462586
DT_cl	1	399	0.07422267744283352
DT_cl	1	66	0.05922026181635587
DT_cl	1	262	0.08947039866836731
DT_cl	1	118	0.04977508915224963
DT_cl	1	181	0.07426648112562292
DT_cl	1	334	0.11224705260250854
DT_cl	1	595	0.09596748537438567
DT_n	0	125	0.06086151531236663
DT_cl	1	327	0.03496982901326403
DT_n	0	64	0.07264698329336869
DT_cl	1	226	0.07821553500486274
DT_n	0	143	0.045643116742787586
DT_cl	1	857	0.06392168989485687
DT_cl	1	303	0.06751061342955118
DT_n	0	230	0.043212871448941835
DT_cl	1	148	0.04066702790968267
DT_cl	1	297	0.06183189585779656
DT_cl	1	69	0.06032321187970436
DT_cl	1	228	0.04740095543733624
DT_cl	1	768	0.04222361759712746
DT_cl	1	586	0.07404702564225119
DT_cl	1	371	0.05720356342429831
DT_cl	1	63	0.037350085324651124
DT_cl	1	203	0.05462204441705428
DT_cl	1	326	0.06432948076679512
DT_cl	1	186	0.07564875884348056
DT_cl	1	54	0.07781839582264305
DT_cl	1	506	0.06293334151834003
DT_cl	1	95	0.07323706167347781
DT_cl	1	74	0.19536766506339873
DT_cl	1	104	0.18784347102246043
DT_cl	1	100	0.18149691250310193
DT_cl	1	126	0.047387779771731094
DT_cl	1	436	0.036070003437009536
DT_cl	1	461	0.08255053790304658
DT_cl	1	55	0.045405641688406245
DT_cl	1	361	0.11688089932941066
DT_cl	1	146	0.04898213626504112
DT_cl	1	190	0.04328756672397869
DT_cl	1	94	0.06252460393182656
DT_cl	1	248	0.2016158400367073
DT_n	0	65	0.040991530382220816
DT_cl	1	103	0.06386054051760828
DT_cl	1	79	0.03778697817004248
DT_cl	1	122	0.09610562125614136
DT_cl	1	135	0.1912503300998782
DT_cl	1	42	0.11397614207925684
DT_cl	1	492	0.06748880275267405
DT_cl	1	241	0.07185164920366473
DT_cl	1	281	0.04531559939754917
DT_n	0	499	0.03548342766089297
DT_cl	1	44	0.0897506647350199
DT_cl	1	55	0.07366019535478788
DT_cl	1	42	0.04542010604289929
DT_cl	1	1708	0.09548864358147903
DT_cl	1	389	0.03535454388112542
DT_cl	1	316	0.04855589039326486
DT_cl	1	313	0.10117210290440465
DT_n	0	37	0.036280478056020214
DT_cl	1	31	0.047102124497172194
DT_cl	1	645	0.045840282538158285
DT_cl	1	95	0.045583300542461846
DT_cl	1	29	0.07916401722082139
DT_cl	1	80	0.17396614526500395
DT_cl	1	24	0.03847819191925173
DT_cl	1	84	0.03860478638000681
DT_cl	1	173	0.1035372694886013
DT_cl	1	445	0.03466721470712303
DT_cl	1	676	0.04627352288454136
DT_cl	1	61	0.05109508121502281
DT_cl	1	548	0.0401697655740163
DT_cl	1	50	0.20775536338113343
DT_cl	1	188	0.04961797014332215
DT_n	0	193	0.03576900334270766
DT_cl	1	952	0.03687487057852804
DT_cl	1	76	0.06239846318746272
DT_cl	1	518	0.06417966732618852
DT_cl	1	262	0.06246295259457799
DT_cl	1	89	0.14668283645247462
DT_cl	1	89	0.07269091407978993
DT_cl	1	62	0.06054244659548454
DT_cl	1	170	0.07378364551877965
DT_cl	1	628	0.03598599089155296
DT_cl	1	215	0.045097942490797925
DT_n	0	411	0.03729193716662388
DT_cl	1	574	0.036103526185540545
DT_cl	1	125	0.08314575596277352
DT_n	0	234	0.04355644558653448
DT_cl	1	165	0.036744880946658516
DT_cl	1	192	0.06406415404994148
DT_cl	1	218	0.06069292684083263
